record_id,package_name,record_time,foreground_time_usage,last_time_use,downloaded_data,uploaded_data,avg_cpu_usage,max_cpu_usage,was_foreground,boot
12,com.facebook.katana,1430912259509,4068,1430897964646,0,0,-1.0,-1,0,1
43,com.facebook.katana,1430912401152,4068,1430897964646,6270,5259,-1.0,-1,0,1
61,com.facebook.katana,1430912581588,4068,1430897964646,270,270,-1.0,-1,0,1
69,com.facebook.katana,1430912641999,4068,1430897964646,200,300,-1.0,-1,0,0
81,com.facebook.katana,1430912702584,4068,1430897964646,5977,5556,-1.0,-1,0,0
88,com.facebook.katana,1430912762666,4068,1430897964646,272,319,-1.0,-1,0,0
95,com.facebook.katana,1430912881606,4068,1430897964646,135,135,-1.0,-1,0,0
101,com.facebook.katana,1430913001898,4068,1430897964646,272,319,-1.0,-1,0,0
110,com.facebook.katana,1430913181992,4068,1430897964646,135,135,-1.0,-1,0,0
118,com.facebook.katana,1430913242197,4068,1430897964646,240,360,-1.0,-1,0,0
128,com.facebook.katana,1430913301412,4068,1430897964646,2611,5087,-1.0,-1,0,0
130,com.facebook.katana,1430913361414,4068,1430897964646,135,104,-1.0,-1,0,0
135,com.facebook.katana,1430917142652,4068,1430897964646,3977,4163,-1.0,-1,0,0
139,com.facebook.katana,1430917261617,4068,1430897964646,135,135,-1.0,-1,0,0
142,com.facebook.katana,1430917322130,4068,1430897964646,135,135,-1.0,-1,0,0
146,com.facebook.katana,1430917381625,4068,1430897964646,544,638,-1.0,-1,0,0
149,com.facebook.katana,1430917441700,4068,1430897964646,135,135,-1.0,-1,0,0
151,com.facebook.katana,1430917501660,4068,1430897964646,409,503,-1.0,-1,0,0
153,com.facebook.katana,1430917561669,4068,1430897964646,135,135,-1.0,-1,0,0
156,com.facebook.katana,1430917681726,4068,1430897964646,135,135,-1.0,-1,0,0
159,com.facebook.katana,1430917742809,4068,1430897964646,272,319,-1.0,-1,0,0
187,com.facebook.katana,1430917802361,4068,1430897964646,272,319,-1.0,-1,0,0
193,com.facebook.katana,1430917861378,4068,1430897964646,135,135,-1.0,-1,0,0
224,com.facebook.katana,1430918221619,4068,1430897964646,4447,2423,-1.0,-1,0,0
232,com.facebook.katana,1430918281892,4068,1430897964646,270,322,-1.0,-1,0,0
249,com.facebook.katana,1430918462499,4068,1430897964646,137,184,-1.0,-1,0,0
