record_id,package_name,record_time,foreground_time_usage,last_time_use,downloaded_data_kb,uploaded_data_kb,was_foreground,boot
453,com.facebook.katana,2015-05-06 16:31:02,00:00:04,2015-05-06 09:39:24,0.265625,0.3115234375,0,0
458,com.facebook.katana,2015-05-06 16:32:01,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
463,com.facebook.katana,2015-05-06 16:33:01,00:00:04,2015-05-06 09:39:24,0.265625,0.3115234375,0,0
466,com.facebook.katana,2015-05-06 16:34:02,00:00:04,2015-05-06 09:39:24,0.265625,0.3115234375,0,0
472,com.facebook.katana,2015-05-06 16:36:02,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
480,com.facebook.katana,2015-05-06 16:37:12,00:00:04,2015-05-06 09:39:24,0.3662109375,0.4833984375,0,0
495,com.facebook.katana,2015-05-06 16:39:02,00:00:04,2015-05-06 09:39:24,2.560546875,5.0048828125,0,0
505,com.facebook.katana,2015-05-06 16:40:01,00:00:04,2015-05-06 09:39:24,0.0,0.1318359375,0,0
510,com.facebook.katana,2015-05-06 16:41:02,00:00:04,2015-05-06 09:39:24,0.265625,0.3115234375,0,0
514,com.facebook.katana,2015-05-06 16:42:02,00:00:04,2015-05-06 09:39:24,0.265625,0.3115234375,0,0
521,com.facebook.katana,2015-05-06 16:44:01,00:00:04,2015-05-06 09:39:24,0.263671875,0.263671875,0,0
528,com.facebook.katana,2015-05-06 16:45:02,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
532,com.facebook.katana,2015-05-06 16:46:02,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
536,com.facebook.katana,2015-05-06 16:47:01,00:00:04,2015-05-06 09:39:24,0.1337890625,0.1796875,0,0
540,com.facebook.katana,2015-05-06 16:48:02,00:00:04,2015-05-06 09:39:24,0.3974609375,0.443359375,0,0
544,com.facebook.katana,2015-05-06 16:49:02,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
547,com.facebook.katana,2015-05-06 16:50:01,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
553,com.facebook.katana,2015-05-06 16:51:01,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
560,com.facebook.katana,2015-05-06 16:52:05,00:00:04,2015-05-06 09:39:24,0.1953125,0.29296875,0,0
569,com.facebook.katana,2015-05-06 16:53:02,00:00:04,2015-05-06 09:39:24,5.888671875,5.6005859375,0,0
574,com.facebook.katana,2015-05-06 16:54:02,00:00:04,2015-05-06 09:39:24,0.265625,0.3115234375,0,0
591,com.facebook.katana,2015-05-06 16:57:01,00:00:04,2015-05-06 09:39:24,0.263671875,0.263671875,0,0
613,com.facebook.katana,2015-05-06 17:01:03,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
620,com.facebook.katana,2015-05-06 17:02:01,00:00:04,2015-05-06 09:39:24,0.263671875,0.263671875,0,0
626,com.facebook.katana,2015-05-06 17:03:08,00:00:04,2015-05-06 09:39:24,0.1953125,0.29296875,0,0
635,com.facebook.katana,2015-05-06 17:04:15,00:00:04,2015-05-06 09:39:24,2.7314453125,5.1953125,0,0
646,com.facebook.katana,2015-05-06 17:19:02,00:00:04,2015-05-06 09:39:24,0.9326171875,1.1826171875,0,0
650,com.facebook.katana,2015-05-06 17:20:01,00:00:04,2015-05-06 09:39:24,0.1337890625,0.1796875,0,0
654,com.facebook.katana,2015-05-06 17:21:01,00:00:04,2015-05-06 09:39:24,0.1337890625,0.162109375,0,0
689,com.facebook.katana,2015-05-06 17:33:03,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
696,com.facebook.katana,2015-05-06 17:36:01,00:00:04,2015-05-06 09:39:24,0.4013671875,0.4755859375,0,0
700,com.facebook.katana,2015-05-06 17:37:01,00:00:04,2015-05-06 09:39:24,0.1337890625,0.1796875,0,0
721,com.facebook.katana,2015-05-06 17:38:02,00:00:04,2015-05-06 09:39:24,16.849609375,10.5283203125,0,0
732,com.facebook.katana,2015-05-06 17:39:21,00:00:04,2015-05-06 09:39:24,13.626953125,10.638671875,0,0
740,com.facebook.katana,2015-05-06 17:40:01,00:00:04,2015-05-06 09:39:24,6.763671875,3.4990234375,0,0
744,com.facebook.katana,2015-05-06 17:41:01,00:00:04,2015-05-06 09:39:24,0.3994140625,0.4912109375,0,0
753,com.facebook.katana,2015-05-06 17:42:18,00:00:04,2015-05-06 09:39:24,0.0390625,0.05859375,0,0
763,com.facebook.katana,2015-05-06 17:43:06,00:00:04,2015-05-06 09:39:24,0.0390625,0.05859375,0,0
773,com.facebook.katana,2015-05-06 17:44:54,00:00:04,2015-05-06 09:39:24,1.072265625,2.2734375,0,0
806,com.facebook.katana,2015-05-06 17:48:01,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
818,com.facebook.katana,2015-05-06 17:51:55,00:00:04,2015-05-06 09:39:24,7.994140625,5.380859375,0,0
824,com.facebook.katana,2015-05-06 17:53:33,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
844,com.facebook.katana,2015-05-06 17:56:23,00:00:04,2015-05-06 09:39:24,0.1171875,0.17578125,0,0
855,com.facebook.katana,2015-05-06 17:58:15,00:00:04,2015-05-06 09:39:24,0.84765625,2.119140625,0,0
871,com.facebook.katana,2015-05-06 18:00:07,00:00:04,2015-05-06 09:39:24,0.0,0.5673828125,0,0
882,com.facebook.katana,2015-05-06 18:01:01,00:00:04,2015-05-06 09:39:24,0.2255859375,0.337890625,0,0
890,com.facebook.katana,2015-05-06 18:02:13,00:00:04,2015-05-06 09:39:24,1.1728515625,3.3798828125,0,0
902,com.facebook.katana,2015-05-06 18:04:21,00:00:04,2015-05-06 09:39:24,5.658203125,6.4736328125,0,0
910,com.facebook.katana,2015-05-06 18:05:47,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
944,com.facebook.katana,2015-05-06 18:13:01,00:00:04,2015-05-06 09:39:24,0.263671875,0.263671875,0,0
948,com.facebook.katana,2015-05-06 18:14:01,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
960,com.facebook.katana,2015-05-06 18:18:01,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1318359375,0,0
981,com.facebook.katana,2015-05-06 18:23:15,00:00:04,2015-05-06 09:39:24,0.0390625,0.05859375,0,0
989,com.facebook.katana,2015-05-06 18:24:04,00:00:04,2015-05-06 09:39:24,0.0390625,0.05859375,0,0
994,com.facebook.katana,2015-05-06 18:25:24,00:00:04,2015-05-06 09:39:24,4.267578125,2.6083984375,0,0
1005,com.facebook.katana,2015-05-06 19:38:22,00:00:04,2015-05-06 09:39:24,0.7958984375,1.1279296875,0,0
1027,com.facebook.katana,2015-05-06 21:19:25,00:00:04,2015-05-06 09:39:24,-288206.076171875,-120637.969726563,1,1
1044,com.facebook.katana,2015-05-06 21:20:22,00:00:04,2015-05-06 09:39:24,29.1142578125,24.23828125,0,0
1053,com.facebook.katana,2015-05-06 21:21:01,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1015625,0,0
1058,com.facebook.katana,2015-05-06 21:22:01,00:00:04,2015-05-06 09:39:24,0.1318359375,0.1015625,0,0
1082,com.facebook.katana,2015-05-06 21:28:01,00:00:04,2015-05-06 09:39:24,1.8623046875,0.3505859375,0,0
1101,com.facebook.katana,2015-05-06 21:35:01,00:00:04,2015-05-06 09:39:24,27.076171875,11.099609375,0,0
1105,com.facebook.katana,2015-05-06 21:36:01,00:00:04,2015-05-06 09:39:24,0.263671875,0.15234375,0,0
1116,com.facebook.katana,2015-05-06 21:41:02,00:00:04,2015-05-06 09:39:24,16.4462890625,3.443359375,0,0
1119,com.facebook.katana,2015-05-06 21:42:01,00:00:04,2015-05-06 09:39:24,1.4033203125,0.166015625,0,0
1141,com.facebook.katana,2015-05-06 21:50:01,00:00:04,2015-05-06 09:39:24,1.123046875,2.1904296875,0,0
1155,com.facebook.katana,2015-05-06 21:54:01,00:00:04,2015-05-06 09:39:24,0.0,0.263671875,0,0
1158,com.facebook.katana,2015-05-06 21:55:01,00:00:04,2015-05-06 09:39:24,0.1337890625,0.1796875,0,0
1170,com.facebook.katana,2015-05-06 22:01:01,00:00:04,2015-05-06 09:39:24,0.265625,0.3115234375,0,0
1174,com.facebook.katana,2015-05-06 22:02:01,00:00:15,2015-05-06 22:01:39,1157.0966796875,94.146484375,1,0
1178,com.facebook.katana,2015-05-06 22:03:01,00:00:15,2015-05-06 22:01:39,1.30078125,0.7412109375,0,0
1182,com.facebook.katana,2015-05-06 22:04:01,00:00:15,2015-05-06 22:01:39,0.931640625,0.88671875,0,0
1188,com.facebook.katana,2015-05-06 22:05:01,00:00:15,2015-05-06 22:01:39,0.263671875,0.1826171875,0,0
1206,com.facebook.katana,2015-05-06 22:10:01,00:00:15,2015-05-06 22:01:39,0.9541015625,0.62109375,0,0
1210,com.facebook.katana,2015-05-06 22:11:02,00:00:15,2015-05-06 22:01:39,0.1337890625,2.26953125,0,0
1215,com.facebook.katana,2015-05-06 22:12:01,00:00:15,2015-05-06 22:01:39,0.3974609375,0.443359375,0,0
1219,com.facebook.katana,2015-05-06 22:13:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1226,com.facebook.katana,2015-05-06 22:15:01,00:00:15,2015-05-06 22:01:39,0.3447265625,0.1826171875,0,0
1229,com.facebook.katana,2015-05-06 22:16:01,00:00:15,2015-05-06 22:01:39,0.5,0.1337890625,0,0
1232,com.facebook.katana,2015-05-06 22:17:01,00:00:15,2015-05-06 22:01:39,1.0224609375,0.166015625,0,0
1238,com.facebook.katana,2015-05-06 22:20:02,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1252,com.facebook.katana,2015-05-06 22:25:01,00:00:15,2015-05-06 22:01:39,0.587890625,1.0810546875,0,0
1259,com.facebook.katana,2015-05-06 22:27:01,00:00:15,2015-05-06 22:01:39,20.6689453125,2.0673828125,0,0
1264,com.facebook.katana,2015-05-06 22:28:02,00:00:15,2015-05-06 22:01:39,0.263671875,0.3955078125,0,0
1269,com.facebook.katana,2015-05-06 22:29:01,00:00:15,2015-05-06 22:01:39,0.1337890625,0.1796875,0,0
1275,com.facebook.katana,2015-05-06 22:35:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1279,com.facebook.katana,2015-05-06 22:36:01,00:00:15,2015-05-06 22:01:39,0.265625,0.3115234375,0,0
1286,com.facebook.katana,2015-05-06 22:37:01,00:00:15,2015-05-06 22:01:39,0.263671875,0.263671875,0,0
1304,com.facebook.katana,2015-05-06 22:43:01,00:00:15,2015-05-06 22:01:39,0.212890625,0.1943359375,0,0
1321,com.facebook.katana,2015-05-06 22:50:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1331,com.facebook.katana,2015-05-06 22:56:01,00:00:15,2015-05-06 22:01:39,0.51171875,0.1337890625,0,0
1345,com.facebook.katana,2015-05-06 23:05:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1380,com.facebook.katana,2015-05-06 23:20:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1420,com.facebook.katana,2015-05-06 23:33:02,00:00:15,2015-05-06 22:01:39,11.7626953125,17.2314453125,0,0
1425,com.facebook.katana,2015-05-06 23:34:01,00:00:15,2015-05-06 22:01:39,0.1337890625,0.1796875,0,0
1433,com.facebook.katana,2015-05-06 23:35:02,00:00:15,2015-05-06 22:01:39,0.3974609375,0.443359375,0,0
1436,com.facebook.katana,2015-05-06 23:36:01,00:00:15,2015-05-06 22:01:39,0.1337890625,0.1796875,0,0
1439,com.facebook.katana,2015-05-06 23:37:01,00:00:15,2015-05-06 22:01:39,0.265625,0.3115234375,0,0
1443,com.facebook.katana,2015-05-06 23:38:01,00:00:15,2015-05-06 22:01:39,0.3994140625,0.4912109375,0,0
1448,com.facebook.katana,2015-05-06 23:41:01,00:00:15,2015-05-06 22:01:39,0.1845703125,0.05078125,0,0
1452,com.facebook.katana,2015-05-06 23:42:02,00:00:15,2015-05-06 22:01:39,16.27734375,3.62890625,0,0
1456,com.facebook.katana,2015-05-06 23:43:01,00:00:15,2015-05-06 22:01:39,1.5126953125,0.5283203125,0,0
1460,com.facebook.katana,2015-05-06 23:44:01,00:00:15,2015-05-06 22:01:39,1.9775390625,0.5029296875,0,0
1464,com.facebook.katana,2015-05-06 23:45:02,00:00:15,2015-05-06 22:01:39,0.8388671875,0.31640625,0,0
1470,com.facebook.katana,2015-05-06 23:47:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1478,com.facebook.katana,2015-05-06 23:50:01,00:00:15,2015-05-06 22:01:39,0.263671875,0.263671875,0,0
1494,com.facebook.katana,2015-05-06 23:58:02,00:00:15,2015-05-06 22:01:39,0.1337890625,0.1796875,0,0
1497,com.facebook.katana,2015-05-06 23:59:01,00:00:15,2015-05-06 22:01:39,0.3974609375,0.443359375,0,0
1511,com.facebook.katana,2015-05-07 00:00:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1522,com.facebook.katana,2015-05-07 00:01:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1531,com.facebook.katana,2015-05-07 00:05:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1560,com.facebook.katana,2015-05-07 00:20:01,00:00:15,2015-05-06 22:01:39,4.4794921875,2.6328125,0,0
1566,com.facebook.katana,2015-05-07 00:21:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1015625,0,0
1577,com.facebook.katana,2015-05-07 00:26:01,00:00:15,2015-05-06 22:01:39,0.0,0.1318359375,0,0
1579,com.facebook.katana,2015-05-07 00:27:01,00:00:15,2015-05-06 22:01:39,0.263671875,0.263671875,0,0
1590,com.facebook.katana,2015-05-07 00:32:02,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1593,com.facebook.katana,2015-05-07 00:33:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1599,com.facebook.katana,2015-05-07 00:35:01,00:00:15,2015-05-06 22:01:39,0.265625,0.3115234375,0,0
1604,com.facebook.katana,2015-05-07 00:36:01,00:00:15,2015-05-06 22:01:39,0.3974609375,0.443359375,0,0
1666,com.facebook.katana,2015-05-07 00:48:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1669,com.facebook.katana,2015-05-07 00:49:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1673,com.facebook.katana,2015-05-07 00:50:01,00:00:15,2015-05-06 22:01:39,0.6630859375,0.7548828125,0,0
1680,com.facebook.katana,2015-05-07 00:51:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1687,com.facebook.katana,2015-05-07 00:53:02,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1690,com.facebook.katana,2015-05-07 00:54:01,00:00:15,2015-05-06 22:01:39,0.1337890625,0.1796875,0,0
1692,com.facebook.katana,2015-05-07 00:55:01,00:00:15,2015-05-06 22:01:39,0.3974609375,0.443359375,0,0
1696,com.facebook.katana,2015-05-07 00:56:01,00:00:15,2015-05-06 22:01:39,0.263671875,0.263671875,0,0
1699,com.facebook.katana,2015-05-07 00:57:01,00:00:15,2015-05-06 22:01:39,0.53125,0.623046875,0,0
1703,com.facebook.katana,2015-05-07 00:58:01,00:00:15,2015-05-06 22:01:39,0.263671875,0.263671875,0,0
1718,com.facebook.katana,2015-05-07 01:02:01,00:00:15,2015-05-06 22:01:39,0.263671875,0.263671875,0,0
1722,com.facebook.katana,2015-05-07 01:03:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1727,com.facebook.katana,2015-05-07 01:04:01,00:00:15,2015-05-06 22:01:39,0.263671875,0.263671875,0,0
1732,com.facebook.katana,2015-05-07 01:05:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1736,com.facebook.katana,2015-05-07 01:06:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1744,com.facebook.katana,2015-05-07 01:10:02,00:00:15,2015-05-06 22:01:39,0.263671875,0.263671875,0,0
1749,com.facebook.katana,2015-05-07 01:12:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1756,com.facebook.katana,2015-05-07 01:16:01,00:00:15,2015-05-06 22:01:39,0.1826171875,0.212890625,0,0
1761,com.facebook.katana,2015-05-07 01:17:02,00:00:15,2015-05-06 22:01:39,0.1337890625,0.1796875,0,0
1764,com.facebook.katana,2015-05-07 01:18:02,00:00:15,2015-05-06 22:01:39,0.265625,0.3115234375,0,0
1768,com.facebook.katana,2015-05-07 01:19:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1774,com.facebook.katana,2015-05-07 01:20:02,00:00:15,2015-05-06 22:01:39,0.53125,0.623046875,0,0
1777,com.facebook.katana,2015-05-07 01:21:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1780,com.facebook.katana,2015-05-07 01:22:02,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1788,com.facebook.katana,2015-05-07 01:26:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1803,com.facebook.katana,2015-05-07 01:34:01,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1810,com.facebook.katana,2015-05-07 01:35:02,00:00:15,2015-05-06 22:01:39,4.9599609375,5.0732421875,0,0
1818,com.facebook.katana,2015-05-07 01:36:01,00:00:15,2015-05-06 22:01:39,0.3994140625,0.4912109375,0,0
1845,com.facebook.katana,2015-05-07 01:46:02,00:00:15,2015-05-06 22:01:39,0.265625,0.3115234375,0,0
1850,com.facebook.katana,2015-05-07 01:47:02,00:00:15,2015-05-06 22:01:39,0.3994140625,0.5029296875,0,0
1852,com.facebook.katana,2015-05-07 01:48:02,00:00:15,2015-05-06 22:01:39,0.1318359375,0.1318359375,0,0
1858,com.facebook.katana,2015-05-07 01:50:02,00:00:15,2015-05-07 01:49:47,83.5927734375,37.9384765625,0,0
1864,com.facebook.katana,2015-05-07 01:51:01,00:00:50,2015-05-07 01:50:51,174.9755859375,30.888671875,1,0
1868,com.facebook.katana,2015-05-07 01:52:02,00:00:50,2015-05-07 01:50:51,2.9423828125,6.0634765625,0,0
1873,com.facebook.katana,2015-05-07 01:53:02,00:00:50,2015-05-07 01:50:51,1.2607421875,1.2275390625,0,0
1882,com.facebook.katana,2015-05-07 01:55:01,00:00:50,2015-05-07 01:50:51,0.1318359375,0.1318359375,0,0
1900,com.facebook.katana,2015-05-07 02:01:01,00:00:50,2015-05-07 01:50:51,0.1318359375,0.1318359375,0,0
1912,com.facebook.katana,2015-05-07 02:03:02,00:00:50,2015-05-07 01:50:51,0.1318359375,0.1318359375,0,0
1915,com.facebook.katana,2015-05-07 02:04:01,00:00:50,2015-05-07 01:50:51,0.1318359375,0.1318359375,0,0
1920,com.facebook.katana,2015-05-07 02:05:01,00:00:50,2015-05-07 01:50:51,0.3955078125,0.3955078125,0,0
1926,com.facebook.katana,2015-05-07 02:06:01,00:00:50,2015-05-07 01:50:51,0.1318359375,0.1318359375,0,0
1932,com.facebook.katana,2015-05-07 02:08:02,00:00:50,2015-05-07 01:50:51,0.1318359375,0.1318359375,0,0
1936,com.facebook.katana,2015-05-07 02:10:01,00:00:50,2015-05-07 01:50:51,0.1318359375,0.1318359375,0,0
1941,com.facebook.katana,2015-05-07 02:11:01,00:00:50,2015-05-07 01:50:51,0.1318359375,0.1318359375,0,0
1947,com.facebook.katana,2015-05-07 02:13:01,00:00:50,2015-05-07 01:50:51,0.1337890625,0.1796875,0,0
1950,com.facebook.katana,2015-05-07 02:14:02,00:00:50,2015-05-07 01:50:51,0.265625,0.3115234375,0,0
1958,com.facebook.katana,2015-05-07 02:17:01,00:00:50,2015-05-07 01:50:51,0.263671875,0.263671875,0,0
1963,com.facebook.katana,2015-05-07 02:18:02,00:00:04,2015-05-07 02:17:46,33.0517578125,14.9189453125,1,0
1966,com.facebook.katana,2015-05-07 02:19:01,00:00:04,2015-05-07 02:17:46,1.72265625,3.232421875,0,0
1971,com.facebook.katana,2015-05-07 02:20:02,00:00:04,2015-05-07 02:17:46,1.0498046875,1.2705078125,0,0
1976,com.facebook.katana,2015-05-07 02:21:01,00:00:04,2015-05-07 02:17:46,0.3974609375,0.443359375,0,0
1982,com.facebook.katana,2015-05-07 02:23:02,00:00:04,2015-05-07 02:17:46,0.1318359375,0.1318359375,0,0
1985,com.facebook.katana,2015-05-07 02:24:01,00:00:04,2015-05-07 02:17:46,0.1318359375,0.1318359375,0,0
1988,com.facebook.katana,2015-05-07 02:25:01,00:00:04,2015-05-07 02:17:46,0.1318359375,0.375,0,0
1992,com.facebook.katana,2015-05-07 02:26:01,00:00:04,2015-05-07 02:17:46,0.1318359375,0.1318359375,0,0
1995,com.facebook.katana,2015-05-07 02:27:01,00:00:04,2015-05-07 02:17:46,0.263671875,0.263671875,0,0
2000,com.facebook.katana,2015-05-07 02:31:01,00:00:04,2015-05-07 02:17:46,0.1318359375,0.1318359375,0,0
